Title,Industry,Converted,Business Type,Lead Type,Product.,Lead Status,Lead Source,Secondary Lead Source
"Director of Business Development and Partner, Nordicmind Ltd",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
BIOMASS AND ENERGY PRODUCTS,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Global PR Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Information and Scheduling Coordinator-Chief Medical Officer of Health and Assistant Deputy Ministers Office, Health and LONG-T",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Executive Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
IT Business Applications Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Technical/Business Consultant-Program Management, Construction and Operations Unit, Transportation",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Executive Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Inside Sales and Operations Specialist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Coordinator, Employment Transition Services at Community Living Ontario",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Chairman & CEO Norrizon Sales & Marketing Group Inc.,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
CEO,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Avocate associée chez Crochetière Pétrin SENCRL,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Technology Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Partner,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner at Craig Keen Despatie Markell LLP,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Divisional General Manager,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Manager Information Technology Risk Management Services,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Vice President,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Project Manager-information Technology Production Support, Health and Long-term Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner at Conundrum Adventures,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Managing Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Systems Administrator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director Client Services,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CIO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, Service Level Management-LAND and Resources CLUSTER-Information and Information Technology Cluster, Environment",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Talent Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Information Technology Lead, CAC, Project Manager-Central Agencies I and Information Technology Cluster Team, Revenue",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Mobile Banking Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Manager Information Technology Audit-finance and Revenue Audit Service Team-oshawa Revenue,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Regional Manager Oslo,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Technicienne en administration chez Conseil Economique de Beauce,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Technical Project Manager-Public Health, Health and LONG-TERM Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Business Development Manager - Broker,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vice-President Customplan Financial Advisors Inc.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Engineer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Administrative Assistant-Enterprise I and Information Technology Planning and Information Technology Service Management Office,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Scientist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Technical Team Lead, Systems Administration-Operating Systems Support, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Business Development Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Systems Administrative Analyst,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Engineer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
President at Cornerstone Building and Property Services Inc.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
MANAGER,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Dean at Anglican Church of Canada,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Sales Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Systems Analyst-Finance, Accounts and Administrative Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Strategic Analyst,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Manager Information Technology Business Planning and Reporting Unit,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Engineer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Service Planner-Information Technology Service Management Office, Transportation",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Customer Service Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Business Continuity and Disaster Recovery Planning Analyst-Information Technology Business Continuity Management, Governm",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Financial Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Project Leader,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, Lifestyle by Design",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Vice President,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Administrative Assistant Acting - Health System Accountability and Performance Division,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
General Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner at Crawley MacKewn Brush LLP,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Vice President, Environment and Renewable Energy",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Manager,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Archdeacon of Kingston at The Anglican Diocese of Ontario,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
VP - Bus. Dev. & Gov. Affairs,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
CHEF at Copetown Woods Golf Club,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Scientist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vice President Or Director of Management Information Systems and Information Technology,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
QS &Regulatory Affairs Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vice President of Investments,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Technical Project Lead,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, Information Technology Service Management",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Scientist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Sales Director at Cowell Auto Group,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Senior Marketing Communications Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Financial Advisor, Principal at Tate Financial & Author",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Group Manager/Principal Engineer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Chaplain at Lakeridge Health,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Corporate Recruiter,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Technology Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Information Technology Project Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Principal Laboratory Program Manager: State, Local, and Tribal Program",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Technical Manager-Information Systems Development-TCU, Training, Colleges and Universities",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Engineer/Group Manager,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Owner at Holland Associates,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Controller,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Scientist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Administrative Assistant-Systems Productivity and Governance Unit, Health and LONG-TERM Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Controller,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, Primerica",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Electrical Engineer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Chief Technology Officer, Central Agencies Iandit Cluster",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant General Counsel and Senior Compliance and Regulatory Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Agent au soutien technique (CS),Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Commercial Sales Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Principal Researcher, Transmission and Grid Integration",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Financial Officer at Incorporated Synod of the Diocese of Ontario,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chairman,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal Scientist,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Systems Administrator-PKI and Information Security Unit, Community Safety and Correctional Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
SHEQ Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Chief Information Officer, Government Services Delivery Cluster",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Executive Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Onboarding Coordinator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Chief Executive Officer at Confederation Centre of the Arts,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Mechanical Engineer, Principal Investigator",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, Program Support-Systems, Finance and Administration Section, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Business Development Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Sr. Infrastructure Engineer,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Partner, Dakeryn Industries",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Chief Financial Officer,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Information Technology Procurement Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Enterprise Services Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
